Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,output
509,25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.476126065,0.419215723,34.3041215,5482.0813
477,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.342841074,0.373856466,28.94869929,3519.43131
335,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.482854142,0.435764199,34.8599528,5556.3746
523,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.48180056,0.438026493,34.69390641,5575.39447
481,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.430443779,0.408610007,32.31099546,4870.62537
723,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.549794912,0.459420676,36.68258785,8634.77583
303,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.610321439,0.503991707,42.13153821,7829.514
368,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.57467888,0.476588872,39.22848885,7234.25525
205,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.546275069,0.448400516,36.55432716,6731.71221
272,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.530112463,0.470852882,38.48035199,6515.30587
646,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.532704207,0.463152392,37.96058614,6929.5548
499,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.447668818,0.423246366,33.23980604,4830.95981
752,25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.46082121,0.431122059,33.30696962,5136.93247
521,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.394441163,0.399983862,30.60468328,4051.55129
498,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.490016595,0.446434723,35.11807556,5892.161
466,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.467905283,0.423988312,33.23980604,5192.88315
521,25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.482854142,0.436042539,33.53267475,5556.3746
694,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.575589557,0.483047479,39.69681287,7230.1325
748,25,0.5,0.38,0.38,0.38,94.6,57.2,79,68.2,33,55.9,24,0.39,0.363981224,0.392787396,29.63179631,3720.71159
353,12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,34,0.56,0.463097152,0.428118259,33.12546719,5018.45303
603,25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.465199368,0.414272565,32.31099546,5323.30034
489,25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.502785174,0.45370258,36.25083805,6795.88187
329,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.50831235,0.448972519,35.43484314,6292.96076
659,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.477940817,0.428118259,33.33119375,6696.23571
694,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.603545036,0.500292047,42.13008169,7858.68558
422,12.5,0.25,0.38,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.55235942,0.477438541,38.6454264,6830.96605
736,25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.52391434,0.462760521,37.90930402,6239.53349
234,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.603371908,0.497978979,41.71941614,7660.88604
641,25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.407072571,0.40166998,30.22351864,4179.18592
314,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.488485703,0.418219535,36.95787336,5912.43376
657,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.44371199,0.419747673,31.93547883,4813.45285
534,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.404225284,0.401275192,32.16492155,4476.81146
756,25,0.25,0.25,0.38,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.440365017,0.423013398,32.81456057,4700.57615
575,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.435380969,0.417908804,31.66559817,4574.81387
476,12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.63346314,0.51715975,45.80306982,8211.0795
513,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.545094508,0.476308423,38.84880688,6746.4546
153,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.450822025,0.42726083,33.08835541,5086.60991
253,12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.402538656,0.400102144,31.02327724,4357.82292
597,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.421448998,0.409438226,32.02764698,4281.52619
495,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.527308548,0.442789316,36.31159312,6903.87339
117,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.466279462,0.423988312,33.23980604,5154.97591
337,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.539252868,0.486632377,40.86547798,7215.40971
551,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.479449351,0.417365455,33.99420814,5566.52275
757,25,0.5,0.38,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.40294843,0.414272565,31.00460557,4590.82334
723,25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.342841074,0.38126925,29.07835591,3998.05416
169,12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.498696418,0.444139023,36.81661146,6058.64876
221,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.583378727,0.491124144,40.36001849,7236.09025
336,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.595052932,0.490981116,40.82972076,7428.83442
514,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.527742687,0.460305334,37.62977375,6328.89332
493,25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.49368953,0.448946243,35.72483444,5004.15434
379,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.612633396,0.500029301,42.13008169,7924.51678
272,12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.55195445,0.479866804,38.18240878,6524.29532
449,25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.468921469,0.409987805,33.31223192,5377.27086
297,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.408487848,0.389204379,30.79374092,4112.89349
761,25,0.5,0.38,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.404446048,0.402855862,31.92881551,4952.9856
254,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.473142233,0.421839609,34.87061011,5492.81699
712,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.547743879,0.447536765,35.71826335,6919.34518
443,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.595065655,0.494588902,41.78212739,7570.48492
596,25,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.467569149,0.433668483,34.0430221,4808.60902
677,25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.529678291,0.438612787,36.16966007,6638.65649
345,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.529162599,0.463275619,38.45252155,6717.44627
391,12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.626280739,0.516147572,43.97470322,8247.52116
322,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.549794912,0.443754909,38.05729766,7064.16978
321,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.566319234,0.463561831,37.52543015,7004.01554
96,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.538703555,0.446570029,36.62496616,6594.0446
564,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.595065655,0.490981116,41.71941614,7570.60862
205,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.481472551,0.424902006,33.84753901,5746.77703
599,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.504716807,0.453338519,36.09829713,6102.76282
132,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.476054066,0.436345708,34.60429153,5628.71053
360,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.534251703,0.436376172,36.36293728,6540.10545
170,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.424778393,0.393786508,30.057704,5009.96222
648,25,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.430443779,0.409862936,31.59741611,4830.95981
512,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.52661476,0.436258462,36.31114278,6628.76363
741,25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.57467888,0.483702858,39.33251373,7381.97333
563,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.4965362,0.449545727,36.09829713,6020.87569
695,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.340822336,0.378528127,29.83881461,3708.20502
397,25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.43687052,0.405898222,31.08154655,4489.22384
599,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.520592483,0.463558518,37.7247238,6155.89609
748,25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.574708327,0.487056813,39.8226933,7793.44206
437,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.464365879,0.403128905,33.87425241,5728.74828
439,25,0.25,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.387351145,0.388821721,29.3286186,4245.28573
667,25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.502621602,0.452680279,36.50571347,6125.69538
547,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.488308859,0.442952601,35.18441169,5966.71128
94,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.529678291,0.440675594,36.25083805,6754.44894
703,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.502398084,0.389593412,29.73999168,6097.44285
219,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.631417034,0.520003767,44.57214339,7765.25632
727,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.496598201,0.432440021,35.64822051,5914.16491
594,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.447040787,0.419851618,32.26534639,4560.22361
236,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.463097152,0.435203234,34.33849206,5345.99106
462,25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.433014308,0.409260571,32.84923819,4769.31827
703,25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.46751899,0.42726083,33.31223192,5322.84043
526,25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.429092481,0.409862936,31.06245643,4418.44126
677,25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.502785174,0.451036893,36.68258785,6187.95188
552,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.511830268,0.460369104,37.87903588,6315.23321
643,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.527742687,0.462760521,37.83085922,6480.80815
97,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.249334678,0.24904141,35.11807556,2605.69676
386,12.5,0.25,0.38,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.483249032,0.446570029,35.13495468,5772.91016
544,25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.430443779,0.403204844,32.40278346,6315.23321
13,25,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,24,0.39,0.437609121,0.426773305,33.31223192,4737.63925
223,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.400444088,0.409033913,31.86729396,4323.93099
565,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.506260198,0.452143551,36.41565722,6276.41054
493,25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.43687052,0.423763672,33.08835541,5221.35741
142,12.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,16,0.26,0.502842336,0.437062839,35.57209886,6578.23522
52,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.432419853,0.39604355,31.59741611,4584.45355
90,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.470593127,0.411271911,33.4416065,5439.4215
503,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.459358436,0.409760795,32.09005649,5402.48408
49,25,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.427020997,0.439040667,33.99420814,5042.64034
128,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.440365017,0.423865656,33.221987,4737.63925
568,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.432911682,0.414272565,32.84923819,5322.84043
484,25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.621810512,0.511298321,44.56159301,8211.0795
532,25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.354086468,0.386415506,27.62154773,3238.02815
769,25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.509782413,0.450692194,36.98857322,6072.83443
682,25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.595052932,0.497978979,41.36494454,7044.56761
618,25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,16,0.26,0.520587192,0.435203234,34.87598919,6919.34518
211,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.531583632,0.452680279,36.41565722,6125.69538
468,25,0.5,0.25,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.390063566,0.401506621,30.79125626,3983.09785
181,12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.502842336,0.452027468,36.62496616,6072.83443
533,25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.394441163,0.408851197,32.02764698,4303.94303
535,25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.402838656,0.402855862,31.71791783,4387.74185
620,25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.47973321,0.439040667,33.43397592,5063.85109
585,25,0.5,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.483805569,0.438630573,34.18362679,5750.88107
296,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.517723246,0.460305334,37.67828481,6327.47736
705,25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.50476135,0.453994528,36.84586824,6707.59259
661,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.541279313,0.472979714,38.3177098,6903.87339
343,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.547283352,0.463064582,39.41382075,6757.07366
651,25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.4965362,0.459528479,36.3623002,6591.78118
397,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.547743879,0.460180133,37.7513957,6708.24129
324,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.511830268,0.463759475,35.18597077,6249.47082
582,25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.502398084,0.450498441,36.57388769,5831.7066
329,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.506793789,0.417908804,36.14878201,6249.47082
732,25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.407072571,0.401091418,30.68639758,4203.02762
280,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.482854142,0.470719472,33.3406292,5828.73212
718,25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.530112463,0.445587455,36.9753139,6254.82922
605,25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.498696418,0.446450716,36.16604354,6493.25828
536,25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.542170237,0.463821541,37.52274536,6663.00068
334,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.553032347,0.455135389,40.54647951,7103.50894
459,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.481472551,0.440675594,34.95207208,5552.72387
740,25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.565976484,0.478135139,39.44864975,6887.46649
559,25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.476054066,0.433844688,34.02922281,5596.22636
43,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,24,0.39,0.428321547,0.419747673,33.60534043,4850.03746
85,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,1,0.1,0.560445243,0.478135139,39.6254357,6754.44894
564,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.544066693,0.468763134,37.69400303,6615.69006
691,25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.504853246,0.451012573,36.61704886,7903.51351
13,37.5,0.75,0.25,0.25,0.25,86,52,71.9,62,30,50.8,16,0.26,0.583378727,0.494864674,40.73826603,7963.93931
351,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.47973321,0.437354261,35.72210168,5750.88107
516,25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.284442614,0.388821721,35.51371293,2625.26916
211,12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.561190143,0.474798231,39.64161958,7502.24389
659,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.426064568,0.42018755,31.38338142,4574.81387
483,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.50476135,0.453940904,36.82816896,6493.25828
298,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.523276949,0.45807618,37.69400303,8174.46338
742,20,6.64,0.042,0.409,0.021,86,52,71.9,62,30,50.8,3.77,0.06,0.283055065,0.366977261,27.3454535,2946.92602
112,12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.599953146,0.492693356,40.55976952,7604.31584
728,25,0.5,0.07,0.234,0.058,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.384633032,0.373012567,29.08514833,3937.91539
722,25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.520587192,0.435203234,37.28998253,6327.00807
586,25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.496618271,0.447095519,35.80706195,6058.64876
317,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.56383312,0.460180133,39.50188081,7434.34904
363,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.350992769,0.388819023,28.88711983,3501.17992
77,12.5,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,34,0.56,0.498657334,0.448597173,35.88401108,5246.52146
670,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.538550337,0.468493268,36.31013579,6482.70572
321,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.509158377,0.447853006,35.48700839,6595.45629
178,12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.553671368,0.470373306,38.64034468,6836.60081
593,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.458581988,0.403204844,32.84923819,5225.16307
757,25,0.5,0.38,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.459356717,0.403558339,31.78225878,5830.89362
658,25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.490016595,0.44252903,37.32322478,5945.89951
658,25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.463187081,0.411271911,33.16394425,5524.14541
197,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.493757519,0.459420676,36.84586824,5636.30874
145,12.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,34,0.56,0.392583006,0.393418576,31.08154655,4042.84264
582,25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.496176505,0.418219535,35.41408191,6255.89064
434,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.603524723,0.50020424,42.40950749,7945.18784
458,25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.376670148,0.394606103,30.54630597,3822.98167
415,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.633144179,0.50404651,42.93997745,7914.17118
629,25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.456503309,0.437922725,34.69390641,4808.60902
179,12.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,24,0.39,0.622419314,0.513585375,43.43220995,8174.46338
224,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.538703555,0.447157374,35.14089874,5628.8828
240,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.578556842,0.485989695,40.86547798,7441.50942
775,25,0.5,0.38,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.396762494,0.394915268,30.13586876,4225.96131
561,25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.545028739,0.463064582,37.53578671,6493.25828
514,25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.451910565,0.409269062,31.10161493,4999.15621
335,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.576469662,0.440241496,41.05919357,7541.6674
743,25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.541142146,0.466492143,37.52274536,7616.70599
472,25,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.385503456,0.404796043,31.1279858,3837.51296
559,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.486814739,0.411546877,34.69390641,5377.27086
649,25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.536209474,0.448887241,36.46620322,7028.6735
414,12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.572725923,0.495799217,40.86547798,7406.90248
556,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.520587192,0.435851115,35.38461174,6254.82922
593,25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.354086468,0.398863863,29.83315835,2452.68075
521,25,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.440365017,0.393418576,31.78135831,4936.36477
208,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.426064568,0.401067837,31.87518207,4641.00151
396,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.520587192,0.465157167,35.98855463,6255.89064
584,25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.474162324,0.419215723,34.77772061,5462.13394
617,25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.498657334,0.436042539,35.11807556,5498.43844
466,12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,16,0.26,0.583697575,0.483047479,40.63849594,7222.00462
573,25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.378917495,0.395636151,30.73453761,3385.36422
